text,label,group
Prize notification: reset your password immediately to complete the security check.,spam,spam_group_123
Prize notification! Please reset your password immediately to complete the security check.,spam,spam_group_123
Prize notification — reset your password immediately; to complete the security check.,spam,spam_group_123
Your payment failed: unlock your account using this link before the deadline.,spam,spam_group_124
Your payment failed! Please unlock your account using this link before the deadline.,spam,spam_group_124
Your payment failed — unlock your account using this link; before the deadline.,spam,spam_group_124
Your account is suspended: confirm your identity now to receive your cash prize.,spam,spam_group_125
Your account is suspended! Please confirm your identity now to receive your cash prize.,spam,spam_group_125
Your account is suspended — confirm your identity now; to receive your cash prize.,spam,spam_group_125
Your card requires verification: call the number to claim and confirm your credentials.,spam,spam_group_126
Your card requires verification! Please call the number to claim and confirm your credentials.,spam,spam_group_126
Your card requires verification — call the number to claim; and confirm your credentials.,spam,spam_group_126
Your bank security check is pending: transfer the fee to release the reward to avoid a service interruption.,spam,spam_group_127
Your bank security check is pending! Please transfer the fee to release the reward to avoid a service interruption.,spam,spam_group_127
Your bank security check is pending — transfer the fee to release the reward; to avoid a service interruption.,spam,spam_group_127
Your delivery is on hold: open the secure portal now to release the funds.,spam,spam_group_128
Your delivery is on hold! Please open the secure portal now to release the funds.,spam,spam_group_128
Your delivery is on hold — open the secure portal now; to release the funds.,spam,spam_group_128
Loan approved: pay the small processing fee before the offer expires.,spam,spam_group_129
Loan approved! Please pay the small processing fee before the offer expires.,spam,spam_group_129
Loan approved — pay the small processing fee; before the offer expires.,spam,spam_group_129
Investment opportunity: sign in through the attached link to receive the reward.,spam,spam_group_130
Investment opportunity! Please sign in through the attached link to receive the reward.,spam,spam_group_130
Investment opportunity — sign in through the attached link; to receive the reward.,spam,spam_group_130
Cash reward available: enter your OTP to continue or your account will be suspended.,spam,spam_group_131
Cash reward available! Please enter your OTP to continue or your account will be suspended.,spam,spam_group_131
Cash reward available — enter your OTP to continue; or your account will be suspended.,spam,spam_group_131
Free voucher available: confirm your payment information before access is blocked.,spam,spam_group_132
Free voucher available! Please confirm your payment information before access is blocked.,spam,spam_group_132
Free voucher available — confirm your payment information; before access is blocked.,spam,spam_group_132
Bonus waiting for you: verify your account immediately to unlock the bonus.,spam,spam_group_133
Bonus waiting for you! Please verify your account immediately to unlock the bonus.,spam,spam_group_133
Bonus waiting for you — verify your account immediately; to unlock the bonus.,spam,spam_group_133
Lottery result available: send the verification code to collect the voucher.,spam,spam_group_134
Lottery result available! Please send the verification code to collect the voucher.,spam,spam_group_134
Lottery result available — send the verification code; to collect the voucher.,spam,spam_group_134
URGENT: complete verification before midnight to complete the security check.,spam,spam_group_135
URGENT! Please complete verification before midnight to complete the security check.,spam,spam_group_135
URGENT — complete verification before midnight; to complete the security check.,spam,spam_group_135
FINAL NOTICE: click the link to continue before the deadline.,spam,spam_group_136
FINAL NOTICE! Please click the link to continue before the deadline.,spam,spam_group_136
FINAL NOTICE — click the link to continue; before the deadline.,spam,spam_group_136
SECURITY ALERT: claim your prize today to receive your cash prize.,spam,spam_group_137
SECURITY ALERT! Please claim your prize today to receive your cash prize.,spam,spam_group_137
SECURITY ALERT — claim your prize today; to receive your cash prize.,spam,spam_group_137
IMPORTANT NOTICE: share the one-time password and confirm your credentials.,spam,spam_group_138
IMPORTANT NOTICE! Please share the one-time password and confirm your credentials.,spam,spam_group_138
IMPORTANT NOTICE — share the one-time password; and confirm your credentials.,spam,spam_group_138
ACTION REQUIRED: update your card details to avoid a service interruption.,spam,spam_group_139
ACTION REQUIRED! Please update your card details to avoid a service interruption.,spam,spam_group_139
ACTION REQUIRED — update your card details; to avoid a service interruption.,spam,spam_group_139
IMMEDIATE ACTION REQUIRED: provide your banking details to release the funds.,spam,spam_group_140
IMMEDIATE ACTION REQUIRED! Please provide your banking details to release the funds.,spam,spam_group_140
IMMEDIATE ACTION REQUIRED — provide your banking details; to release the funds.,spam,spam_group_140
LAST WARNING: respond immediately to avoid suspension before the offer expires.,spam,spam_group_141
LAST WARNING! Please respond immediately to avoid suspension before the offer expires.,spam,spam_group_141
LAST WARNING — respond immediately to avoid suspension; before the offer expires.,spam,spam_group_141
ACCOUNT ALERT: reset your password immediately to receive the reward.,spam,spam_group_142
ACCOUNT ALERT! Please reset your password immediately to receive the reward.,spam,spam_group_142
